curriculum_id,entrance_year,course_id,course_category,course_name,course_year,credit_required,credit_elective,course_summary,course_keyword
426,2021,SIC 202,武蔵野INITIAL,情報技法発展Ｂ,2,0,1,,
427,2021,SIC 203,武蔵野INITIAL,情報技法発展Ｃ,2,0,1,,
428,2021,SIC 104,武蔵野INITIAL,プログラミング基礎,1,0,1,"現在PCやスマートフォンは生活に欠かせないものであり，コミュニケーション機能はもちろんのこと，ゲームなどのエンターテイメントや買い物までできるようになっている．このような機能を提供するソフトウェアやサービスはすべて「プログラム」で出来ている．このプログラムを動かしている仕組み，またプログラムを作る考え方は，コンピュータを仕事とする専門家だけでなく，それらを利用する多くの人にとっても有益な知識と考えられる．
本講義は，初めてプログラミングに触る人，またソフトウェアやサービスの仕組みを知りたい人に向けた基礎的なプログラミングの授業である．感覚的に操作することができる簡易ブロック型言語と，Minecraftのバーチャル世界を利用して，新たな作品を作成する．プログラムを作成する演習を通して，問題解決手法（問題の分解，パターンの発見，抽象化，手順化）および，目的のツールやサービスを制作するプログラミング能力を身に付ける．

※この科目は副専攻（AI活用エキスパートコース）の認定を受けるために必須の科目です．
※本科目は，武蔵野大学の副専攻「AI活用エキスパートコース」を構成する科目群の一つです．
コース全体を履修しなくても本科目を履修することができます．
コース認定には本科目の単位修得が必須です．詳しくは以下のコース説明を参照してください．
https://www.musashino-u.ac.jp/guide/facility/MUSIC_center/submajor_aiexpert.html ",プログラミング・基礎・科目・コース・プログラム・サービス
429,2021,SIC 204,武蔵野INITIAL,プログラミング発展Ａ,2,0,1,"プログラミング基礎で学んだことをベースに，多くのプログラマに利用されているプログラミング言語であるPython言語の使い方について学ぶと同時に，プログラミングの基本的な考え方や必要になる知識について学ぶ．本授業では特に、確率的な事象のモデル化によるシミュレーションをコンピュータを用いた問題解決の手法として取り上げて使えるようにする。
授業の方法としては，授業の半分をオンデマンドコンテンツを用いて，先にオンデマンドコンテンツで学び，その後双方向型の授業で理解を深めるアクティブラーニング型の授業を行う．

※本科目では、「プログラミング基礎」の履修を前提に講義と演習を進めます。
※本科目は、武蔵野大学の副専攻「AI活用エキスパートコース」を構成する科目群の一つです。
コース全体を履修しなくても本科目を履修することができます。
コース認定に本科目の修得単位を利用できます。詳しくは以下のコース説明を参照してください。
https://www.musashino-u.ac.jp/guide/facility/MUSIC_center/submajor_aiexpert.html ",プログラミング・発展・A・授業・科目・コース・履修
430,2021,SIC 205,武蔵野INITIAL,プログラミング発展Ｂ,2,0,1,,
431,2021,SIC 206,武蔵野INITIAL,⼈⼯知能技術と社会,2,0,1,,
432,2021,SIC 207,武蔵野INITIAL,機械学習活⽤１,2,0,1,,
433,2021,SIC 208,武蔵野INITIAL,機械学習活⽤２,2,0,1,,
434,2021,SIC 209,武蔵野INITIAL,データサイエンス活⽤１,2,0,1,,
435,2021,SIC 210,武蔵野INITIAL,データサイエンス活⽤２,2,0,1,,
436,2021,SIC 211,武蔵野INITIAL,メディアデザイン,2,0,1,,
437,2021,SIC 213,武蔵野INITIAL,サービスデザイン,2,0,1,,
438,2021,SIC 301,武蔵野INITIAL,⼈⼯知能実践プロジェクト,3,0,2,,
439,2021,ENG 101,武蔵野INITIAL,英語基礎Ａ,1,2,0,,
440,2021,ENG 102,武蔵野INITIAL,英語基礎Ｂ,1,0,1,,
441,2021,ENG 103,武蔵野INITIAL,英語基礎Ｃ,1,2,0,,
442,2021,ENG 104,武蔵野INITIAL,英語基礎Ｄ,1,0,1,,
443,2021,ENG 201,武蔵野INITIAL,英語発展Ａ,2,0,1,"大学教養レベルの英語能力（読む・書く・聞く・話す）を身につける。
＊この選択クラスはListening & Speaking (L&S) のHigher クラスである。L&Sのクラスにはこの他にMiddleクラスがある。Higher クラスとMiddleクラスでは教科書がことなるので注意すること。HigherとMiddleの区分けについては「留意事項」を確認すること。 ",英語・発展・A・クラス・Higher・MIDDLE・L・S
444,2021,ENG 202,武蔵野INITIAL,英語発展Ｂ,2,0,1,"大学教養レベルの英語能力（読む・書く・聞く・話す）を身につける。

＊この選択クラスはReading & Writing (R&W)のHigher クラスである。R&Wのクラスにはこの他にMiddleクラスがある。Higher クラスとMiddleクラスでは教科書がことなるので注意すること。HigherとMiddleの区分けについては「留意事項」を確認すること。
言語の知識はツールです。 このコースでは、知識を使用して教科書のトピックを適用・拡張して、英語のスキルを高め、語彙をさらに増やして、毎週実際のトピックについて話し合う機会を提供します。 ディスカッション、ロールプレイ、マルチメディア学習の楽しい経験を通じて、英語をツールとして使いこなすことに自信を持ってください。 Do not be afraid to make mistakes! ",英語・発展・B・クラス・Higher・MIDDLE・R
445,2021,ENG 203,武蔵野INITIAL,英語発展Ｃ,2,0,1,"大学教養レベルの英語能力（読む・書く・聞く・話す）を身につける。このクラスではとくに「書く」「聞く」「話す」を、重視する。
＊この選択クラスは Presentation の Higher クラスである。Presentation のクラスにはこの他に Middle クラスがある。Higher クラスと Middle クラスでは教科書がことなるので注意すること。Higher と Middle の区分けについては「留意事項」を確認すること。 ",英語・発展・C・クラス・Higher・MIDDLE・Presentation・大学
446,2021,ENG 204,武蔵野INITIAL,英語発展Ｄ,2,0,1,"大学教養レベルの英語能力（読む・書く・聞く・話す）を身につける。このクラスではとくに「読む」「聞く」を、重視する。

＊この選択クラスは Reading & Listening の Higher クラスである。Reading & Listening のクラスにはこの他に Middle クラスがある。Higher クラスと Middle クラスでは教科書がことなるので注意すること。Higher と Middle の区分けについては「留意事項」を確認すること。
言語の知識はツールです。 このコースでは、知識を使用して教科書のトピックを適用・拡張して、英語のスキルを高め、語彙をさらに増やして、毎週実際のトピックについて話し合う機会を提供します。 ディスカッション、ロールプレイ、マルチメディア学習の楽しい経験を通じて、英語をツールとして使いこなすことに自信を持ってください。 Do not be afraid to make mistakes! ",英語・発展・D・クラス・Higher・MIDDLE・Reading
447,2021,ENG 301,武蔵野INITIAL,英語綜合Ａ,3,0,1,,
448,2021,ENG 302,武蔵野INITIAL,英語綜合Ｂ,3,0,1,,
449,2021,CHN 101,武蔵野INITIAL,中国語基礎１,1,0,1,ピンインを見て正しい発音ができる訓練をし、他者が発音した中国語の音を正しいピンインで把握することを通して、単語から文章にいたるリスニング能力を養う。また日本語文法と中国語文法の対応関係を理解できるようにする。,中国語・基礎・ピンイン・発音・文法・訓練
450,2021,CHN 102,武蔵野INITIAL,中国語基礎２,1,0,1,ピンインを見て正しい発音ができる訓練をし、他者が発音した中国語の音を正しいピンインで把握することを通して、単語から文章にいたるリスニング能力を養う。また日本語文法と中国語文法の対応関係を理解できるようにする。,中国語・基礎・ピンイン・発音・文法・訓練
451,2021,CHN 201,武蔵野INITIAL,中国語発展１,2,0,1,ピンインを見て正しい発音ができる訓練をし、他者が発音した中国語の音を正しいピンインで把握することを通して、単語から文章にいたるリスニング能力を養う。また日本語文法と中国語文法の対応関係を理解できるようにする。,中国語・発展・ピンイン・発音・文法・訓練
452,2021,CHN 202,武蔵野INITIAL,中国語発展２,2,0,1,ピンインを見て正しい発音ができる訓練をし、他者が発音した中国語の音を正しいピンインで把握することを通して、単語から文章にいたるリスニング能力を養う。また日本語文法と中国語文法の対応関係を理解できるようにする。,中国語・発展・ピンイン・発音・文法・訓練
453,2021,FRA 101,武蔵野INITIAL,フランス語基礎１,1,0,1,文法事項を丁寧に解説し、練習問題で確認しながら、フランス語の基礎文法を習得していきます。また例文の発音・聞き取り練習を繰り返すことで、フランス語の音に慣れ、比較的短い文章を理解できることを目指します。,フランス語・基礎・文法・事項・丁寧・解説
454,2021,FRA 102,武蔵野INITIAL,フランス語基礎２,1,0,1,前期に引き続き、文法事項を丁寧に解説し、練習問題で確認しながら、フランス語の基礎文法を習得していきます。また例文の発音・聞き取り練習を繰り返すことで、フランス語の音に慣れ、比較的短い文章を理解できることを目指します。,フランス語・基礎・文法・前期・事項・丁寧
455,2021,FRA 201,武蔵野INITIAL,フランス語発展１,2,0,1,"フランス語の文法の基礎を身に着けた学生を対象に、フランス語力のさらなる充実を目指す。授業では、まず、文法基礎の既習部分の復習、未習部分の学習を行ったあと、より高度なフランス語の文章表現、会話表現を学ぶ。一年間の学習の最後に、仏検4級が取得できることを目指す。意欲的な学生については、3級や準2級など、さらに上の級の取得を手助けする。
教科書としては、「ル・フランセ・クレール」（白水社　三訂版）を用い、その第11課以降をまずとりあげる。内容的には、複合過去、関係代名詞、代名動詞、指示代名詞、単純未来、中性代名詞、直説法半過去、現在分詞・ジェロンディフ、条件法、接続法などが対象となる。他の授業を１年間受講して、既にこれら文法項目のいくつかを学んだ学生も、勿論受講することができる。それらの学生にとっては、異なるアプローチによる、既習内容の復習となろう。逆に、他の授業で未習の部分があれば、本教科書の該当箇所を参照しつつ、説明を行う。文法の学習を終えた後で使用する教材については、授業中に指示する。
本授業はZOOMによる同時双方向型（月曜5限の時間帯に実施）授業を基本としつつ、随時、「Muscat」上の「学修支援システム」のオンデマンドを併用する。ZOOMの授業は、原則としてビデオオンの状態で行う。必要に応じて、「バーチャル背景」などの設定方法を予め確認しておくことを勧める。詳しい授業の進め方については、一回目の授業で説明する。 ",フランス語・発展・授業・文法・学生・部分
456,2021,FRA 202,武蔵野INITIAL,フランス語発展２,2,0,1,"前期のフランス語発展1の授業に引き続いて、１年次にフランス語の文法の基礎を身につけた学生を対象に、フランス語力のさらなる充実を目指す。後期の発展2では、まず、現在分詞、ジェロンディフ、条件法、接続法を学び、フランス語文法の学習・復習を一通り終える。次いで、様々な文章表現、会話表現の学習を通じて、仏検４級レベル以上の運用能力を身につけることを目標とする。また、意欲的な学生については、仏検３級や準２級など、さらに上の級の取得を手助けする。
なお、ZOOMの授業は、原則としてビデオオンの状態で行うので、必要に応じて、「バーチャル背景」などの設定方法を予め確認しておくことを勧める。 ",フランス語・発展・授業・文法・身
457,2021,GER 101,武蔵野INITIAL,ドイツ語基礎１,1,0,1,"この授業は、ドイツ語を初めて習う人向けの初級ドイツ語の授業です。
ドイツ語が通じるのは、ドイツだけではありません。日本人にとっての人気の観光地でもあるドイツ語を公用語とする国（ドイツ、オーストリア、スイス）のみならず、ベルギーやルーマニア等、ヨーロッパ各地にドイツ語圏が点在します。ヨーロッパ主要言語の一つとして、主要な学術言語の一つとして、ドイツ語は非常に使い道があります。この授業では、通年の授業でドイツ語の初級文法をABCから一通り勉強します。ドイツ語だけでなく、ドイツ語圏の文化や習慣についても触れます。 ",ドイツ語・基礎・授業・初級・ドイツ・ヨーロッパ
458,2021,GER 102,武蔵野INITIAL,ドイツ語基礎２,1,0,1,"この授業は、前期のドイツ語基礎1[IN有-4/4]の続きです。初級ドイツ語の授業の後半です。
ドイツ語が通じるのは、ドイツだけではありません。日本人にとっての人気の観光地でもあるドイツ語を公用語とする国（ドイツ、オーストリア、スイス）のみならず、ベルギーやルーマニア等、ヨーロッパ各地にドイツ語圏が点在します。ヨーロッパ主要言語の一つとして、主要な学術言語の一つとして、ドイツ語は非常に使い道があります。この授業では、通年の授業でドイツ語の初級文法をABCから一通り勉強します。ドイツ語だけでなく、ドイツ語圏の文化や習慣についても触れます。 ",ドイツ語・基礎・授業・初級・ドイツ・ヨーロッパ
459,2021,GER 201,武蔵野INITIAL,ドイツ語発展１,2,0,1,ドイツ語基礎１，基礎2で学んだ知識を基に、基礎的な読解の技術の習得を目指します。テキストを丹念に進めながら、やや複雑な文法事項を理解し、辞書を使って自分の力で読み進められるように指導していきます。,ドイツ語・発展・基礎・知識・基・読解
460,2021,GER 202,武蔵野INITIAL,ドイツ語発展２,2,0,1,ドイツ語基礎１，基礎2で学んだ知識を基に、基礎的な読解の技術の習得を目指します。テキストを丹念に進めながら、やや複雑な文法事項を理解し、辞書を使って自分の力で読み進められるように指導していきます。,ドイツ語・発展・基礎・知識・基・読解
461,2021,SPA 101,武蔵野INITIAL,スペイン語基礎１,1,0,1,"スペイン語の入門コース
スペイン語の初歩的な文法を学ぶ。
挨拶やアルファベットから始まり、現在形の規則動詞および不規則動詞の活用,　指示形容詞、再帰動詞までをカバーする ",スペイン語・基礎・入門・コース・初歩・文法
462,2021,SPA 102,武蔵野INITIAL,スペイン語基礎２,1,0,1,"前期に学んだ基礎的なスペイン語文法の仕組みをマスターし、平易な文章の読み書きや会話表現ができるようになることを目標とする。
さらなるスペイン語の語彙の習得を目指す。直説法現在形の活用形を中心に学び、過去形の知識も習得する。
文法だけでなく、スペイン語圏の社会、文化的側面などの理解を副教材を通じ深め、常に学習のモチベーションを高める。 ",スペイン語・基礎・文法・習得・前期
463,2021,SPA 201,武蔵野INITIAL,スペイン語発展１,2,0,1,スペイン語圏の新聞、詩、文学、映画、音楽を通じてスペイン語の仕組みを理解するだけでなく、歴史、文化を理解することを目指す。文法の習得も必須であり、適宜プリントを配布する。,スペイン語・発展・理解・新聞・詩・文学
464,2021,SPA 202,武蔵野INITIAL,スペイン語発展２,2,0,1,スペイン語圏の新聞、詩、文学、映画、音楽を通じてスペイン語の仕組みを理解するだけでなく、歴史、文化を理解することを目指す。文法の習得も必須であり、適宜プリントを配布する。,スペイン語・発展・理解・新聞・詩・文学
465,2021,KOR 101,武蔵野INITIAL,韓国語基礎１,1,0,1,"韓国語の基礎的な表現能力（読む、書く、聞く、話す）を身につけることを目標とします。韓国語に関する基礎的な知識や表現能力を養うことで、外国語によるコミュニケーション能力や異文化理解能力を身につけます｡
本授業の達成目標は、以下の3点です｡
１）韓国語の基本的な発音や発音ルールをしっかり学び、正確に発音することを目指します。
２）韓国語の文字であるハングル文字を習得し、簡単な構造の文章が理解できるようにします。
３）挨拶、自己紹介、天気、数字の数え方などの基礎表現を身につけます。 ",韓国語・基礎・表現・能力・身
466,2021,KOR 102,武蔵野INITIAL,韓国語基礎２,1,0,1,"韓国語基礎１の基礎能力を踏まえた上で、基本的な文の構造を理解し話すことを目標とします。
本授業の達成目標は、以下の4点です｡
１）基礎文法を理解し、日常生活ですぐに使える表現を習得します。
２）簡単な文章を理解し、「書く」「話す」基礎表現能力を身に付けます。
３）用言の活用（語尾活用、用言の変則など）を習得します。
４）語彙（基礎語彙400語程度）を増やして、コミュニケーション能力を高めます。 ",韓国語・基礎・理解・能力・目標・表現
467,2021,KOR 201,武蔵野INITIAL,韓国語発展１,2,0,1,"本授業は中級レベルの韓国語を学びます。韓国語基礎1及び韓国語基礎2で学んだ内容を踏まえながら、中級レベルの文法・文型を学習します。日常会話に使える豊富な表現を学び、より実践的なコミュニケーション能力を向上させます。

この授業の達成目標は以下の３点です。
1．韓国語中級レベルの文法と表現を習得します。
2．中級レベルの文法や文型をきちんと理解した上、作文が出来ることを目標とします。
3．TOPIK(韓国語能力試験)3級レベルの実力を身につけることを目指します。 ",韓国語・発展・レベル・中級・文法・授業
468,2021,KOR 202,武蔵野INITIAL,韓国語発展２,2,0,1,"本授業は中級レベルの韓国語を学びます。韓国語基礎1及び韓国語基礎2で学んだ内容を踏まえながら、中級レベルの文法・文型を学習します。日常会話に使える豊富な表現を学び、より実践的なコミュニケーション能力を向上させます。

この授業の達成目標は以下の３点です。
1．韓国語中級レベルの文法と表現を習得します。
2．中級レベルの文法や文型をきちんと理解した上、作文が出来ることを目標とします。
3．TOPIK(韓国語能力試験)3級レベルの実力を身につけることを目指します。 ",韓国語・発展・レベル・中級・文法・授業
469,2021,AL 301,武蔵野INITIAL,留学準備１,1,0,1,"・将来、英語圏の大学に「協定留学」等の制度を利用して留学を希望する学生向けの授業です。そのため、本学に留学生として在籍している学生の履修は不可とします。
・1年生については、TOEIC®で500点以上得点できる程度の英語力があること。
・2年生以上については、上記に加え、必修英語科目の成績（グローバル学部の学生は【英語科目群】の成績）がGPA換算で3.00以上であること。 ",留学・準備・学生・成績・将来・英語圏
470,2021,AL 302,武蔵野INITIAL,留学準備２,1,0,1,"・将来、英語圏の大学に「協定留学」等の制度を利用して留学を希望する学生向けの授業です。そのため、本学に留学生として在籍している学生の履修は不可とします。
・1年生については、TOEIC®で500点以上得点できる程度の英語力があること。
・2年生以上については、上記に加え、必修英語科目の成績（グローバル学部の学生は【英語科目群】の成績）がGPA換算で3.00以上であること。 ",留学・準備・学生・成績・将来・英語圏
471,2021,AL 101,武蔵野INITIAL,英語資格・検定試験対策１,1,0,1,"TOEIC®対策の発展クラスです。
到達目標 TOEIC®スコア：730点　現在の推奨保持TOEIC®スコア：550点

TOEIC®はPart1～Part7で構成されています。この授業では各Partごとに演習を行い、具体的な対策を立てていきます。 ",英語・資格・検定・試験・対策・TOEIC・スコア・発展・クラス
472,2021,AL 102,武蔵野INITIAL,英語資格・検定試験対策２,1,0,1,"■英語資格・検定試験対策2（TOEIC基礎）
到達目標 TOEIC®スコア：550点　現在の推奨保持TOEIC®スコア：400点


The aim of TOEIC Preparation course is to help students acquire the skill sets and strategies required for achieving high scores on TOEIC tests. This course provides grammar review and vocabulary building. Also, while practicing reading sections, it focuses on skimming and scanning skills. In listening practice, students can get used to different accents and intonation patterns. ",英語・資格・検定・試験・対策・TOEIC・AND・スコア・The・course
473,2021,JL 101,武蔵野INITIAL,⽇本語リテラシー,1,1,0,"大学生として日本語で文章を書く際の基本を学びます。

★自分が（学科に関するテーマについて）疑問に感じたことを論理的に展開するために、書籍・資料を読み解き、引用し、まとめる力を身につける。
与えられた課題をこなす受動的な姿勢ではなく、能動的に「どうしたら説得力をもって伝えられるか」を考え、何度も推敲を重ねて仕上げる。

1. 日常的な文章の作法（メールの書きかた、敬語、文体等）
2. レポートの作法（文献の調べかた、構成の組み立てかた、書き方の定型、提出のしかた等）
3. 自学自習の作法（クリティカルシンキング・ロジカルシンキング、メディアリテラシー、自己採点、添削）
4. 学び合いの作法（レポートのピアチェック・アドバイス等） ",日本語・リテラシー・作法・文章・レポート・大学生
474,2021,JPA 201,武蔵野INITIAL,⽇本語基礎Ａ,1,0,1,1年生の1学期に、大学で学ぶために必要な、文章を読む力、情報を調べる力、クラスメートと話し合う力、自分の考えを書く力、調べたことや考えたことを発表する力をつけるとともに、大学の講義や発表などの話を正確に聞き取る力をつけることに取り組む。,日本語・基礎・A・大学・発表・1年生・1学期・必要
475,2021,JPA 202,武蔵野INITIAL,⽇本語基礎Ｂ,1,0,1,1年生の2学期に、大学で学ぶために必要な、文章を読む力、情報を調べる力、クラスメートと話し合う力、自分の考えを書く力、調べたことや考えたことを発表する力をつけるとともに、大学の講義や発表などの話を正確に聞き取る力をつけることに取り組む。,日本語・基礎・B・大学・発表・1年生・2学期・必要
476,2021,JPA 203,武蔵野INITIAL,⽇本語基礎Ｃ,1,0,1,研究計画書の作成を目的とし、専門的な文章を書くために必要な表現・文法を、作文の基礎知識とともに学ぶ。,日本語・基礎・C・研究計画書・作成・目的・専門・文章
477,2021,JPA 204,武蔵野INITIAL,⽇本語基礎Ｄ,1,0,1,実践的な日本語能力を向上させつつ、大学での学習に必要なアカデミック・ジャパニーズスキルの習得をめざす。,日本語・基礎・D・実践・能力・向上・大学
478,2021,JPA 301,武蔵野INITIAL,⽇本語発展Ａ,2,0,1,レポートや学術論文などの論説文を読むのに必要な文法知識、構造に関する知識などを学びながら、各自の専門分野の論文を独力で読んでいくための基礎的読解力をつけることを目的とする。読解力をつけるだけでなく、各回で読解する文章の内容に関する問題に取り組んだり、作文に取り組んだりすることで、アウトプットの力も養成する。,日本語・発展・A・論文・知識・読解・レポート・学術
479,2021,JPA 302,武蔵野INITIAL,⽇本語発展Ｂ,2,0,1,大学で学ぶにあたって必要な、講義や研究発表などの独話（モノローグ）を正確に聞き取る力をつけることを目標とする。聞き取りの活動だけでなく、聞き取った内容をもとに問題に答えたり、要約を作成するなどのアウトプットの力も養成する。,日本語・発展・B・大学・学部・必要・講義・研究発表
480,2021,JPA 303,武蔵野INITIAL,⽇本語発展Ｃ,2,0,1,プロセス・ライティングの考え方に基づき、学習者がお互いに書き手・読み手、話し手・聞き手となりあうピア・レスポンスの活動を通して1編のレポートを作成する。レポートの作成だけでなく、各自が選んだテーマでのプレゼンテーションを適切に行うための方法についても扱う。,日本語・発展・C・レポート・作成・プロセス・ライティング・考え方
481,2021,JPA 304,武蔵野INITIAL,⽇本語発展Ｄ,2,0,1,自分の身近な問題から徐々に範囲を広げていき、大学での学びに必要な表現力をつけることを目的とする。学期中に、文章で自分自身の考えなどを述べる活動や、口頭で自分自身の考えを話す活動に取り組む。また、クラスメートとのディスカッションやディベートにも取り組む。期末には、2年生までの学びの集大成とし、プレゼンテーションとレポート執筆を行う。,日本語・発展・D・学び・自分自身・考え・活動・身近
482,2021,JPA 101,武蔵野INITIAL,⽇本事情,1,0,2,日本の文化と社会さらには宗教のあり方について、具体的な事例に基づきその歴史と現状を学ぶ。テーマとしては、食、マンガ・アニメ、音楽、人間関係、儀礼、神道、天皇などである。日本文化への理解を深め、日本社会に関する知識を増やし、日本人と宗教との関わり方をよく知ることで、国内でのコミュニケーションや国外への情報発信の力をレベルアップするための学びを得よう。,日本・事情・宗教・日本の文化・社会・あり方・具体
483,2021,SDG 101,武蔵野INITIAL,ＳＤＧｓ基礎,1,1,0,,
484,2021,SDG 201,武蔵野INITIAL,ＳＤＧｓ発展１,1,1,0,,
485,2021,SDG 202,武蔵野INITIAL,ＳＤＧｓ発展２,1,1,0,,
486,2021,SDG 203,武蔵野INITIAL,ＳＤＧｓ発展３,1,1,0,,
487,2021,CHP 301,武蔵野INITIAL,ＳＤＧｓ特講,3,0,2,,
488,2021,FW 101,武蔵野INITIAL,フィールド・スタディーズ,1,1,0,"多様な学外学修プログラムの中から必ずひとつを選び、休まずに参加する。休まずに参加するだけではなく、全員がその場を積極的に活用することを前提とする。参加した授業プログラムを成功させるためには、プログラムに関することを事前によく調べて、各自が目標と課題を設定して授業に臨むことが必須条件となる。また、学外学修後においては、必ずふりかえりの時間を自ら設け、個人として経験を言語化する必要がある。さらに、継続してそれを発信していくことが望まれる。
具体的内容は各プログラムによって異なります。必ずプログラム一覧、概要、説明資料・動画、シラバスを確認してください。そして、自身でよく考え、よく調べてください。このシラバスに書いてあることを、よく読んでください。 ",フィールド・スタディーズ・プログラム・参加・学外・学修・授業
489,2021,FW 111,武蔵野INITIAL,フィールド・スタディーズ１,1,0,1,"江東区の文化施設等で働く職員の仕事を手伝う活動を通して、江東区の特色を知り、江東区に住む人々の安全で健康な暮らしや福祉を考える地方行政や市民生活について学び、課題や解決方法を考える。子どもたちの望ましい生活環境や教育環境の在り方を考える。そのために、事前に江東区について調べ活動を行い、実習後には学んだことの報告・発表を行う。
大学の方針により対面実施が不可となった場合、その他のオンラインプログラムをご案内する場合がある。また、区役所の都合に合わせて日程を設定するので、短期等期間の変更があり得る。　 ",フィールド・スタディーズ・江東区・活動・文化施設・職員・仕事
490,2021,FW 112,武蔵野INITIAL,フィールド・スタディーズ２,1,0,2,"江東区の児童館の職務を手伝う実習活動を通して、江東区のよさや課題を知り、子どもたちの望ましい生活環境や教育環境の在り方を考える。そのために、事前に江東区について調べ活動を行い、実習後には学んだことの発表を行う。
本プログラムは児童福祉施設における対面実習を前提としており、施設の指示に基づき三密対策を十分に講じたうえで学外実習や学外学修を行う予定である。事前・事後の講義は状況に応じてオンラインで対応をする。
大学の方針により対面実施が不可となった場合、その他のオンラインプログラムをご案内する場合がある。　 ",フィールド・スタディーズ・実習・江東区・活動・事前・プログラム
491,2021,FW 113,武蔵野INITIAL,フィールド・スタディーズ３,1,0,3,"江東区の児童館の職務を手伝う実習活動を通して、江東区のよさや課題を知り、子どもたちの望ましい生活環境や教育環境の在り方を考える。そのために、事前に江東区について調べ活動を行い、実習後には学んだことの発表を行う。
本プログラムは児童福祉施設における対面実習を前提としており、施設の指示に基づき三密対策を十分に講じたうえで学外実習や学外学修を行う予定である。事前・事後の講義は状況に応じてオンラインで対応をする。
大学の方針により対面実施が不可となった場合、その他のオンラインプログラムをご案内する場合がある。　 ",フィールド・スタディーズ・実習・江東区・活動・事前・プログラム
492,2021,FW 114,武蔵野INITIAL,フィールド・スタディーズ４,1,0,4,"○武蔵野福祉公社の各部署で業務の体験を行う。デイサービス（通所介護サービス）業務、社会活動センター業務・講座体験、在宅介護・地域包括支援センター業務、住宅改修・福祉用具相談支援センター業務、ホームヘルプセンターの訪問介護業務、権利擁護センター業務、成年後見自立支援センター業務、地域包括ケア人材育成センター業務、生活自立支援センター業務、法人運営の総務的業務の体験活動
○高齢者対応の専門家である福祉公社の職員の方々と主体的・能動的に関わり、高齢者総合センターで働く方々の福祉への思いや願い、高齢者に対応する姿勢等から、自らの高齢者福祉活動に対する考えをもてるようにする。 ",フィールド・スタディーズ・業務・センター・福祉・体験・高齢者
493,2021,AFS 101,武蔵野INITIAL,フィールド・スタディーズ発展１Ａ,1,0,1,日本を代表する陶芸家の一人である伊藤麻沙人先生の指導の下に、各自自宅で器を作り、工房見学と作陶体験をします。オンライン授業では、伊藤先生から「陶芸の歴史と鑑賞法」を学び、その美しさと奥深さを味わいます。また、同じくオンライン授業で小川桂一郎客員教授による「陶芸の科学」、菅原克也教授による「文化史からみた陶芸」を受講し、作陶について多角的に学びます。最後に各自制作した作品のオンライン発表会を行います。,フィールド・スタディーズ・発展・A・オンライン・陶芸・各自・陶・授業
494,2021,AFS 102,武蔵野INITIAL,フィールド・スタディーズ発展１Ｂ,1,0,2,"タイ語の表記（文字）を中心にタイと東南アジアの文化の諸相について学ぶ。
事前講義は3,4学期に10回、対面で行う。授業は動画配信も行う。

春期休暇中に7日程度のタイ学外学修を行う。

帰国後に1回、事後授業を行う。

ただし大学の方針により対面実施が不可となった場合はプログラムの特性上オンライン実施が不可のため、プログラム中止となり単位は取得できません。 ",フィールド・スタディーズ・発展・1B・タイ・対面・授業・実施・不可
495,2021,AFS 103,武蔵野INITIAL,フィールド・スタディーズ発展１Ｃ,1,0,3,,
496,2021,AFS 104,武蔵野INITIAL,フィールド・スタディーズ発展１Ｄ,1,0,4,,
497,2021,AFS 201,武蔵野INITIAL,フィールド・スタディーズ発展２Ａ,2,0,1,"SDGsの目標８が目指す「働きがい」と「経済成長」を達成するためには，会社の求める人材像を知り，自分自身を知る必要があります．それらが上手くマッチしない社会からは「働きがい」も「経済成長」も失われてしまうでしょう．

本プログラムは，「（１）人事部門等で働く人々へのインタビューを通して，会社が求める人材像を理解する」，「（２）ワークショップ等に参加することを通して，自己分析のためのメソッドを理解する」，という２つの目標を置いています．さらに，そこで身に着けた知識やメソッドを応用して，履修学生の皆さん自身だけではなく，皆さんの周りの人々に対しても「働きがい」を創り出せる人材になることを最終的な目的としています．

したがって，プログラムの最後に，皆さんが主催者となりワークショップを開催する予定です．そこでは，皆さんが学んだ知識やメソッドを応用することを通して，ワークショップに参加してくれた学生達が将来「働きがい」を持って仕事に向き合えることに，少しでも貢献できるような場にしたいと考えています．

卒業後には，人事部門の社員や，現場のマネジャーやメンターとして，周りの社員の「働きがい」を創り出せる人材となることを期待しています．

なお，本講義は，キャリア教育を専門とする外部講師の小島聖子先生との協力の下で設計・開催されます．

以下，注意点です．

・本プログラムは対面実習を前提としたプログラムです．三密対策を十分に講じたうえで学外学修を実施します．

・大学の方針により対面実施が不可となった場合，履修者全員がオンラインプログラムへ移行します．オンラインに切り替わっても途中で履修の辞退はできません． ",フィールド・スタディーズ・発展・A・働きがい・プログラム・人材・皆さん・ワークショップ
